cik,zip,state,city
1035656,94111,CA,SAN FRANCISCO
1035675,02199,MA,BOSTON
1035688,17055,PA,MECHANICSBURG
1035713,94105,CA,SAN FRANCISCO
1035744,92121,CA,SAN DIEGO
1035748,94568,CA,DUBLIN
1035815,19067,PA,YARDLEY
1035826,08837,NJ,EDISON
1035884,28602,NC,HICKORY
1035910,03801-3852,NH,PORTSMOUTH
1035983,77024,TX,HOUSTON
1035985,73134,OK,OKLAHOMA CITY
1036044,92705,CA,SANTA ANA
1036052,10036-1532,NY,NEW YORK
1036075,92612,CA,IRVINE
1036081,00000,K3,"TSUEN WAN, NEW TERRI"
1036188,93108,CA,SANTA BARBARA
1036262,08054,NJ,MT. LAUREL
1036425,94107,CA,SAN FRANCISCO
1036588,V6B 5C6,A1,VANCOUVER
1036629,20850,MD,ROCKVILLE
1036848,94306,CA,PALO ALTO
1036960,95134,CA,SAN JOSE
1036968,94080,CA,SOUTH SAN FRANCISCO
1037016,20190,VA,RESTON
1037038,10022,NY,NEW YORK
1037275,91302,CA,CALABASAS
1037388,20008,DC,WASHINGTON
1037390,10022,NY,NEW YORK
1037461,01581,MA,WESTBOROUGH
1037540,02199,MA,BOSTON
1037646,43240,OH,COLUMBUS
1037676,63141,MO,ST LOUIS
1037760,94089,CA,SUNNYVALE
1037868,19312,PA,BERWYN
1037897,10017,NY,NEW YORK
1037949,80202,CO,DENVER
1037975,32746-6232,FL,LAKE MARY
1037976,60601,IL,CHICAGO
1038074,78701,TX,AUSTIN
1038133,80538,CO,LOVELAND
1038186,19809,DE,WILMINGTON
1038190,19809,DE,WILMINGTON
1038205,72223,AR,LITTLE ROCK
1038222,10036,NY,NEW YORK
1038223,92656,CA,ALISO VIEJO
1038237,33637,FL,TAMPA
1038271,46268,IN,INDIANAPOLIS
1038280,02451,MA,WALTHAM
1038339,60606,IL,CHICAGO
1038357,75038,TX,IRVING
1038363,33308,FL,FORT LAUDERDALE
1038368,85007,AZ,PHOENIX
1038457,10105,NY,NEW YORK
1038520,10286,NY,NEW YORK
1038698,63011,MO,MANCHESTER
1038914,77079-4483,TX,HOUSTON
1039001,85258,AZ,SCOTTSDALE
1039065,90250,CA,HAWTHORNE
1039101,10016,NY,NEW YORK
1039151,45202-2902,OH,CINCINNATI
1039160,94043,CA,MOUNTAIN VIEW
1039184,32226,FL,JACKSONVILLE
1039213,90292,CA,MARINA DEL REY
1039399,94551,CA,LIVERMORE
1039684,74103,OK,TULSA
1039803,20814,MD,BETHESDA
1039826,10154-0004,NY,NEW YORK
1039828,50266,IA,WEST DEMOINES
1039889,85255,AZ,SCOTTSDALE
1040017,02472,MA,WATERTOWN
1040061,02114,MA,BOSTON
1040161,97224,OR,PORTLAND
1040241,02116,MA,BOSTON
1040261,75206,TX,DALLAS
1040328,80124,CO,LITTLETON
1040416,27703-8466,NC,DURHAM
1040426,48083,MI,TROY
1040441,72919,AR,FORT SMITH
1040454,92083,CA,VISTA
1040470,94539,CA,FREMONT
1040570,20171,VA,HERNDON
1040587,10022,NY,NEW YORK
1040593,77002,TX,HOUSTON
1040596,30005,GA,ALPHARETTA
1040612,53711,WI,MADISON
1040623,30092,GA,NORCROSS
1040660,80504,CO,LONGMONT
1040666,95138-1015,CA,SAN JOSE
1040719,19034,PA,FORT WASHINGTON
1040829,37214,TN,NASHVILLE
1040853,94041,CA,MOUNTAIN VIEW
1040971,10017,NY,NEW YORK
1040973,07927,NJ,CEDAR KNOLLS
1041061,40213,KY,LOUISVILLE
1041101,80112-3924,CO,CENTENNIAL
1041102,80112-3924,CO,CENTENNIAL
1041255,80021,CO,BROOMFIELD
1041326,10020,NY,NEW YORK
1041333,30339,GA,ATLANTA
1041368,98660,WA,VANCOUVER
1041379,30346,GA,ATLANTA
1041403,97124,OR,HILLSBORO
1041418,95110,CA,SAN JOSE
1041426,27215,NC,BURLINGTON
1041577,06810-4169,CT,DANBURY
1041652,92081,CA,VISTA
1041657,20910,MD,SILVER SPRING
1041665,19422,PA,BLUE BELL
1041673,60606,IL,CHICAGO
1041677,10036,NY,NEW YORK
1041803,92123,CA,SAN DIEGO
1041858,20170,VA,HERNDON
1041859,07094,NJ,SECAUCUS
1041866,94104,CA,SAN FRANCISCO
1042046,45202,OH,CINCINNATI
1042064,16365,PA,WARREN
1042074,94560,CA,NEWARK
1042134,95014,CA,CUPERTINO
1042173,94612-2040,CA,OAKLAND
1042185,78746,TX,AUSTIN
1042351,30326,GA,ATLANTA
1042431,95134,CA,SAN JOSE
1042561,98101,WA,SEATTLE
1042598,43040,OH,MARYSVILLE
1042776,30342,GA,ATLANTA
1042783,80501,CO,LONGMONT
1042798,60611,IL,CHICAGO
1042809,08009,NJ,BERLIN
1042810,33179,FL,NORTH MIAMI BEACH
1042821,78727,TX,AUSTIN
1042825,93012,CA,CAMARILLO
1042893,77338,TX,HUMBLE
1043000,75254,TX,DALLAS
1043044,33139,FL,MIAMI BEACH
1043134,94043,CA,MOUNTAIN VIEW
1043219,10036,NY,NEW YORK
1043236,40223,KY,LOUISVILLE
1043277,55347,MN,EDEN PRAIRIE
1043325,10007,NY,NEW YORK
1043337,48377,MI,NOVI
1043382,63166-6760,MO,ST. LOUIS
1043432,04217,ME,BETHEL
1043434,19809,DE,WILMINGTON
1043476,20770,MD,GREENBELT
1043509,28211,NC,CHARLOTTE
1043604,94089,CA,SUNNYVALE
1043639,78746,TX,AUSTIN
1043769,95134,CA,SAN JOSE
1043914,02142,MA,CAMBRIDGE
1043915,30305,GA,ATLANTA
1043946,19355,PA,MALVERN
1043951,21209,MD,BALTIMORE
1043961,06511,CT,NEW HAVEN
1044324,33634,FL,TAMPA
1044430,68131,NE,OMAHA
1044435,78758,TX,AUSTIN
1044566,60604,IL,CHICAGO
1044590,98203-1264,WA,EVERETT
1044650,80466-0653,CO,NEDERLAND
1044777,02210,MA,BOSTON
1044942,37207,TN,BRENTWOOD
1045014,85281,AZ,TEMPE
1045018,01301,MA,GREENFIELD
1045126,19809,DE,WILMINGTON
1045150,30092,GA,NORCROSS
1045309,21044,MD,COLUMBIA
1045425,19103,PA,PHILADELPHIA
1045450,64106,MO,KANSAS CITY
1045487,45385,OH,BEAVERCREEK
1045560,08830,NJ,ISELIN
1045598,98108,WA,SEATTLE
1045609,94111,CA,SAN FRANCISCO
1045688,02116,MA,BOSTON
1045739,94939-1824,CA,LARKSPUR
1045769,85260,AZ,SCOTTSDALE
1045810,95051,CA,SANTA CLARA
1045829,37215,TN,NASHVILLE
1045956,90017,CA,LOS ANGELES
1046025,98501,WA,OLYMPIA
1046026,02116,MA,BOSTON
1046027,02116,MA,BOSTON
1046131,60143,IL,ITASCA
1046188,13126,DE,OSWEGO
1046209,10990-0591,NY,WARWICK
1046212,70520,LA,CARENCRO
1046232,02116,MA,BOSTON
1046233,02116,MA,BOSTON
1046257,60154,IL,WESTCHESTER
1046292,60606,IL,CHICAGO
1046311,20852,MD,NORTH BETHESDA
1046327,98134,WA,SEATTLE
1046356,83712,ID,BOISE
1046399,02116,MA,BOSTON
1046501,55403,MN,MINNEAPOLIS
1046568,60173,IL,SCHAUMBURG
1046578,33021,FL,HOLLYWOOD
1046692,00000,K3,HUNG HOM KOWLOON HON
1046832,80027,CO,LOUISVILLE
1046859,46064,IN,PENDLETON
1046861,04260,ME,NEW GLOUCESTER
1046880,08054,NJ,MT LAUREL
1047098,43025,OH,HEBRON
1047112,80202,CO,DENVER
1047122,02451-1449,MA,WALTHAM
1047125,73116-2087,OK,OKLAHOMA CITY
1047127,85284,AZ,TEMPE
1047188,12563-2335,NY,PATTERSON
1047202,98103,WA,SEATTLE
1047304,92660,CA,NEWPORT BEACH
1047334,37130,TN,MURFREESBORO
1047335,37130,TN,MURFREESBORO
1047340,33134,FL,CORAL GABLES
1047499,92008,CA,CARLSBAD
1047699,37620,TN,BRISTOL
1047712,10017,NY,NEW YORK
1047862,10003,NY,NEW YORK
1047884,90401,CA,SANTA MONICA
1047909,10004,NY,NEW YORK
1047919,02459,MA,NEWTON
1047947,60123,IL,ELGIN
1047965,V2X 0Y6,A1,MAPLE RIDGE
1048133,19106-2354,PA,PHILADELPHIA
1048268,77478,TX,HOUSTON
1048286,20814,MD,BETHESDA
1048422,33431,FL,BOCA RATON
1048477,94949,CA,NOVATO
1048566,97201,OR,PORTLAND
1048611,02108,MA,BOSTON
1048664,10010,NY,NEW YORK
1048695,98104,WA,SEATTLE
1048702,43215,OH,COLUMBUS
1048911,38120-,TN,MEMPHIS
1048982,94089,CA,SUNNYVALE
1049011,00000,F5,"TAIPEI, TAIWAN ROC"
1049108,74135,OK,TULSA
1049210,92121,CA,SAN DIEGO
1049231,92660,CA,NEWPORT BEACH
1049316,22102,VA,MCLEAN
1049442,60173,IL,SCHAUMBURG
1049480,10001,NY,NEW YORK
1049502,01810,MA,ANDOVER
1049521,01810,MA,ANDOVER
1049549,19809,DE,WILMINGTON
1049606,75240-2620,TX,DALLAS
1049782,02116,MA,BOSTON
1049787,02110,MA,BOSTON
1050007,84060,UT,PARK CITY
1050031,92660,CA,NEWPORT BEACH
1050080,10019,NY,NEW YORK
1050112,10022,NY,NEW YORK
1050122,84020,UT,DRAPER
1050167,33624,FL,TAMPA
1050180,02451,MA,WALTHAM
1050377,03054,NH,MERRIMACK
1050446,22182,VA,TYSONS CORNER
1050550,94538,CA,FREMONT
1050606,75063,TX,IRVING
1050658,10105,NY,NEW YORK
1050690,08534,NJ,PENNINGTON
1050743,07921,NJ,BEDMINSTER
1050776,94538,CA,FREMONT
1050797,97229,OR,PORTLAND
1050808,94086,CA,SUNNYVALE
1050825,49508,MI,GRAND RAPIDS
1050915,77008-1044,TX,HOUSTON
1050918,45246,OH,CINCINNATI
1050957,42103,KY,BOWLING GREEN
1050996,18201,PA,HAZLETON
1051003,19809,DE,WILMINGTON
1051004,19809,DE,WILMINGTON
1051009,94564,CA,PINOLE
1051010,02109-1820,MA,BOSTON
1051034,77042,TX,HOUSTON
1051092,07095,NJ,WOODBRIDGE
1051114,30097,GA,DULUTH
1051251,10281,NY,NEW YORK
1051286,36606,AL,MOBILE
1051343,93117,CA,GOLETA
1051379,60160,IL,MELROSE PARK
1051381,60201,IL,EVANSTON
1051431,77042,TX,HOUSTON
1051470,77024,TX,HOUSTON
1051490,83713,ID,BOISE
1051512,60602,IL,CHICAGO
1051562,07102-4077,NJ,NEWARK
1051627,94538,CA,FREMONT
1051628,HM 11,D0,HAMILTON
1051717,50266,IA,WEST DES MOINES
1051719,22209-2411,VA,ARLINGTON
1051741,14210,NY,BUFFALO
1051771,28217-4500,NC,CHARLOTTE
1051822,10573,NY,RYE BROOK
1051823,10573,NY,RYE BROOK
1051825,46077,IN,INDIANAPOLIS
1051848,85012,AZ,PHOENIX
1051859,72455,AR,POCAHONTAS
1051862,10020,NY,NEW YORK
1052045,38120,TN,MEMPHIS
1052054,78756,TX,AUSTIN
1052100,66202-4200,KS,OVERLAND PARK
1052102,53202,WI,MILWAUKEE
1052163,33634-7513,FL,TAMPA
1052303,95054,CA,SANTA CLARA
1052327,98004,WA,BELLEVUE
1052427,10154-0004,NY,NEW YORK
1052489,10523,NY,ELMSFORD
1052547,19406,PA,KING OF PRUSSIA
1052593,02035,MA,FOXBOROUGH
1052752,10017-6376,NY,NEW YORK
1052837,94555,CA,FREMONT
1053112,11714,NY,BETHPAGE
1053148,30328,GA,ATLANTA
1053221,92121,CA,SAN DIEGO
1053352,95110,CA,SAN JOSE
1053361,94043,CA,MOUNTAIN VIEW
1053374,94065,CA,REDWOOD SHORES
1053425,19087,PA,WAYNE
1053507,02116,MA,BOSTON
1053532,20814,MD,BETHESDA
1053555,53402,WI,RACINE
1053650,77042,TX,HOUSTON
1053691,02116,MA,BOSTON
1053706,02116,MA,BOSTON
1053988,19809,DE,WILMINGTON
1054070,85260,AZ,SCOTTSDALE
1054102,07054,NJ,PARSIPPANY
1054290,28211,NC,CHARLOTTE
1054298,94607,CA,OAKLAND
1054303,10017,NY,NEW YORK
1054374,92617-3038,CA,IRVINE
1054424,10022,NY,NEW YORK
1054538,44060,OH,MENTOR
1054556,10019,NY,NEW YORK
1054579,79102,TX,AMARILLO
1054721,98058,WA,RENTON
1054833,20817,MD,BETHESDA
1054905,80112,CO,ENGLEWOOD
1054930,30071,GA,NORCROSS
1055160,10022,NY,NEW YORK
1055264,32801,FL,ORLANDO
1055355,98021-3904,WA,BOTHELL
1055454,54942,WI,GREENVILLE
1055455,80112-5314,CO,ENGLEWOOD
1055726,19462,PA,PLYMOUTH MEETING
1055870,46176,IN,SHELBYVILLE
1056064,30305,GA,ATLANTA
1056087,95852,CA,SACRAMENTO
1056218,33418-1748,FL,PALM BEACH GARDENS
1056239,10016,NY,NEW YORK
1056285,37027,TN,BRENTWOOD
1056289,02109,MA,BOSTON
1056294,95054,CA,SANTA CLARA
1056358,75028,TX,FLOWER MOUND
1056386,20190,VA,RESTON
1056421,94013,CA,MOUNTAIN VIEW
1056696,30339,GA,ATLANTA
1056707,10289,NY,NEW YORK
1056794,94538,CA,FREMONT
1056811,66064,KS,OSAWATOMIE
1056874,53214,WI,MILWAUKEE
1056903,91773-9016,CA,SAN DIMAS
1056904,33907,FL,FT. MYERS
1056923,55317,MN,CHANHASSEN
1057007,12534,NY,HUDSON
1057051,10036,NY,NEW YORK
1057058,77380,TX,THE WOODLANDS
1057060,33759,FL,CLEARWATER
1057083,60108,IL,BLOOMINGDALE
1057217,27709-4528,NC,RTP
1057234,77041,TX,HOUSTON
1057352,22209,VA,ARLINGTON
1057379,33131,FL,MIAMI
1057436,60606-3415,IL,CHICAGO
1057507,38117,TN,MEMPHIS
1057689,10018,NY,NEW YORK
1057693,77041,TX,HOUSTON
1057706,00908-0146,PR,SAN JUAN
1057709,75244,TX,DALLAS
1057725,33178,FL,MIAMI
1057746,19803,DE,WILMINGTON
1057758,80124,CO,LITTLETON
1057861,10286,NY,NEW YORK
1057877,83702-5627,ID,BOISE
1058033,55121,MN,EAGAN
1058057,NA,D0,HAMILTON HM 10
1058083,06851,CT,NORWALK
1058090,92660,CA,NEWPORT BEACH
1058177,95973,CA,CHICO
1058239,10018,NY,NEW YORK
1058265,94105,CA,SAN FRANCISCO
1058289,94538,CA,FREMONT
1058290,07666,NJ,TEANECK
1058299,02154,MA,WALTHAM
1058425,94023,CA,LOS ALTOS
1058438,46321,IN,MUNSTER
1058441,44406,OH,CANFIELD
1058444,63017,MO,TOWN & COUNTRY
1058539,19128,PA,PHILADELPHIA
1058623,30305,GA,ATLANTA
1058703,75207,TX,DALLAS
1058802,32256,FL,JACKSONVILLE
1058811,33180,FL,AVENTURA
1058959,34104,FL,NAPLES
1059040,07311,NJ,JERSEY CITY
1059142,68154,NE,OMAHA
1059155,95035,CA,MILPITAS
1059167,70381,LA,MORGAN CITY
1059238,02116,MA,BOSTON
1059262,60601-7702,IL,CHICAGO
1059272,94005,CA,BRISBANE
1059324,77002,TX,HOUSTON
1059341,22203,VA,ARLINGTON
1059386,30309,GA,ATLANTA
1059556,10007,NY,NEW YORK
1059562,63301,MO,ST CHARLES
1059581,94904,CA,GREENBRAE
1059763,75074,TX,PLANO
1059784,33025,FL,MIRAMAR
1059786,94085-4521,CA,SUNNYVALE
1059790,27517,NC,CHAPEL HILL
1060009,40202,KY,LOUISVILLE
1060021,10022,NY,NEW YORK
1060024,63146,MO,ST LOUIS
1060232,66607-2207,KS,TOPEKA
1060349,06830,CT,GREENWICH
1060390,02021,MA,CANTON
1060391,85054,AZ,PHOENIX
1060392,10019,NY,NEW YORK
1060439,91103,CA,PASADENA
1060490,21046-9400,MD,COLUMBIA
1060517,10019,NY,NEW YORK
1060523,22102,VA,MCLEAN
1060559,02471-9177,MA,WATERTOWN
1060711,02116,MA,BOSTON
1060736,98021,WA,BOTHELL
1060749,10282,NY,NEW YORK
1060770,72223,AR,LITTLE ROCK
1060801,94105,CA,SAN FRANCISCO
1060822,30326,GA,ATLANTA
1060824,94065,CA,REDWOOD CITY
1060990,76102,TX,FORT WORTH
1061027,92007,CA,CARDIFF
1061130,73106,OK,OKLAHOMA CITY
1061219,77002,TX,HOUSTON
1061322,HM12,D0,BERMUDA
1061353,10010,NY,NEW YORK
1061393,12601,NY,POUGHKEEPSIE
1061571,60902-6800,CT,STAMFORD
1061580,94111,CA,SAN FRANCISCO
1061630,10154,NY,NEW YORK
1061646,77056,TX,HOUSTON
1061692,02740,MA,NEW BEDFORD
1061859,23218,VA,RICHMOND
1061895,08540,NJ,PRINCETON
1061983,94080,CA,SOUTH SAN FRANCISCO
1062019,98104,WA,SEATTLE
1062047,94538,CA,FREMONT
1062128,4959507,L3,PETACH TIKVA
1062216,07645,NJ,MONTVALE
1062231,48211-1198,MI,DETROIT
1062292,10007,NY,NEW YORK
1062374,07311,NJ,JERSEY CITY
1062379,11801,NY,HICKSVILLE
1062417,10105,NY,NEW YORK
1062438,63141,MO,ST LOUIS
1062441,44114,OH,CLEVELAND
1062447,00000,L3,RA ANANA ISRAEL
1062449,55416,MN,MINNEAPOLIS
1062478,94404,CA,SAN MATEO
1062505,33771,FL,LARGO
1062530,55343,MN,MINNETONKA
1062606,95014,CA,CUPERTINO
1062613,28202,NC,CHARLOTTE
1062780,53203-2896,WI,MILWAUKEE
1062822,77381,TX,THE WOODLANDS
1062978,10281-1023,NY,NEW YORK
1063085,94041,CA,MOUNTAIN VIEW
1063254,30092,GA,NORCROSS
1063344,17102,PA,HARRISBURG
1063393,60523,IL,OAK BROOK
1063494,10019,NY,NEW YORK
1063527,55435,MN,BLOOMINGTON
1063561,90025,CA,LOS ANGELES
1063744,06905,CT,STAMFORD
1063761,46204-3438,IN,INDIANAPOLIS
1063946,85258,AZ,SCOTTSDALE
1063980,60010,IL,NORTH BARRINGTON
1063997,93463,CA,SOLVANG
1064046,20850,MD,ROCKVILLE
1064063,08648,NJ,LAWRENCEVILLE
1064122,00000,E9,GRAND CAYMAN CAYMAN
1064236,10543-2647,NY,MAMARONECK
1064481,T2P 2W1,A0,CALGARY
1064535,40206,KY,LOUISVILLE
1064641,02114,MA,BOSTON
1064642,02114,MA,BOSTON
1064648,98144,WA,SEATTLE
1064728,63101-1826,MO,ST LOUIS
1064735,98006,WA,BELLEVUE
1064863,23462,VA,VIRGINIA BEACH
1065034,95110,CA,SAN JOSE
1065049,92111,CA,SAN DIEGO
1065059,20817,MD,BETHESDA
1065087,12203-5154,NY,ALBANY
1065088,95125,CA,SAN JOSE
1065201,HMGX,D0,HAMILTON
1065246,95032,CA,LOS GATOS
1065280,95032,CA,LOS GATOS
1065298,35203,AL,BIRMINGHAM
1065332,66061,KS,OLATHE
1065351,75081,TX,RICHARDSON
1065645,20602,MD,ST. CHARLES
1065648,00000,D0,HAMILTON BERMUDA
1065696,37013,TN,ANTIOCH
1065698,02199,MA,BOSTON
1065837,90266,CA,MANHATTAN BEACH
1065865,80206,CO,DENVER
1065899,60069,IL,LINCOLNSHIRE
1066026,98004,WA,BELLEVUE
1066104,22209,VA,ARLINGTON
1066107,77002,TX,HOUSTON
1066134,92707,CA,SANTA ANA
1066138,30326,GA,ATLANTA
1066194,94089,CA,SUNNYVALE
1066254,27824,NC,ENGELHARD
1066602,85258,AZ,SCOTTSDALE
1066605,60606-6303,IL,CHICAGO
1066745,48108,MI,ANN ARBOR
1066833,02184,MA,BRAINTREE
1067063,07311,NJ,JERSEY CITY
1067092,60670,IL,CHICAGO
1067294,37087-4779,TN,LEBANON
1067442,07102,NJ,NEWARK
1067462,10166,NY,NEW YORK
1067466,10017-3147,NY,NEW YORK
1067471,10017-3147,NY,NEW YORK
1067474,10010,NY,NEW YORK
1067475,10017-3147,NY,NEW YORK
1067479,10010,NY,NEW YORK
1067588,94043,CA,MOUNTAIN VIEW
1067606,44143,OH,MAYFIELD VILLAGE
1067701,06902,CT,STAMFORD
1067797,98101,WA,SEATTLE
1067837,19103,PA,PHILADELPHIA
1067839,60515,IL,DOWNERS GROVE
1067983,68131,NE,OMAHA
1068002,10036,NY,NEW YORK
1068132,89113,NV,LAS VEGAS
1068200,75240,TX,DALLAS
1068204,10017,NY,NEW YORK
1068234,19809,DE,WILMINGTON
1068300,77036,TX,HOUSTON
1068602,94520,CA,CONCORD
1068663,44144,OH,BROOKLYN
1068717,15108-2973,PA,PITTSBURGH
1068796,94402,CA,SAN MATEO
1068848,63101,MO,ST LOUIS
1068851,77027,TX,HOUSTON
1068875,75019,TX,DALLAS
1068887,38134,TN,MEMPHIS
1068912,44482,OH,WARREN
1068963,10018,NY,NEW YORK
1068969,94111,CA,SAN FRANCISCO
1069157,91101,CA,PASADENA
1069183,85255,AZ,SCOTTSDALE
1069202,75080,TX,RICHARDSON
1069258,92131,CA,SAN DIEGO
1069353,92660-3095,CA,NEWPORT BEACH
1069469,30071,GA,NORCROSS
1069502,20036,DC,WASHINGTON
1069530,78731,TX,AUSTIN
1069533,24016,VA,ROANOKE
1069822,10104,NY,NEW YORK
1069878,22601,VA,WINCHESTER
1069899,07666,NJ,TEANECK
1069996,33323,FL,SUNRISE
1070081,07059,NJ,WARREN
1070154,10965,NY,PEARL RIVER
1070190,13421,NY,ONEIDA
1070222,47130,IN,JEFFERSONVILLE
1070235,N2K 0A7,A6,WATERLOO
1070287,07102-4077,NJ,NEWARK
1070336,06511,CT,NEW HAVEN
1070380,94065,CA,REDWOOD SHORES
1070412,15317,PA,CANONSBURG
1070423,77002,TX,HOUSTON
1070494,92130,CA,SAN DIEGO
1070517,11749,NY,ISLANDIA
1070524,12414,NY,CATSKILL
1070534,91402,CA,PANORAMA CITY
1070698,94949,CA,NOVATO
1070699,92127,CA,SAN DIEGO
1070732,02109,MA,BOSTON
1070750,20814,MD,BETHESDA
1070764,60523,IL,OAK BROOK
1070778,80237,CO,DENVER
1070794,89109,NV,LAS VEGAS
1070985,37027,TN,BRENTWOOD
1071056,45242,OH,CINCINNATI
1071119,02043,MA,HINGHAM
1071196,47202,IN,COLUMBUS
1071255,10022,NY,NEW YORK
1071336,60606,IL,CHICAGO
1071341,22033,VA,FAIRFAX
1071342,78727,TX,AUSTIN
1071598,95204,CA,STOCKTON
1071620,06870,CT,OLD GREENWICH
1071625,01460,MA,LITTLETON
1071739,63105,MO,ST LOUIS
1071806,98101,WA,SEATTLE
1071992,27601-2950,NC,RALEIGH
1072010,60606,IL,CHICAGO
1072048,27511,NC,CARY
1072258,78664,TX,ROUND ROCK
1072341,60611,IL,CHICAGO
1072342,48098,MI,TROY
1072343,06856-4500,CT,NORWALK
1072377,10281-1010,NY,NEW YORK
1072379,20814,MD,BETHESDA
1072428,48951,MI,LANSING
1072546,27616,NC,MORRISVILLE
1072603,92821,CA,BREA
1072725,HM 08,D0,PEMBROKE
1072962,66202,KS,OVERLAND PARK
1072978,77478,TX,SUGARLAND
1073005,94025,CA,MENLO
1073149,92614,CA,IRVINE
1073330,90071,CA,LOS ANGELES
1073349,03801,NH,PORTSMOUTH
1073429,76039,TX,EULESS
1073431,92008,CA,CARLSBAD
1073508,02210,MA,BOSTON
1073695,94502,CA,ALAMEDA
1073967,94404,CA,SAN MATEO
1074078,27215,NC,BURLINGTON
1074433,66601,KS,TOPEKA
1074447,6341,V8,BAAR
1074530,17344,PA,MCSHERRYSTOWN
1074540,02109,MA,BOSTON
1074684,02109,MA,BOSTON
1074685,02110,MA,BOSTON
1074767,10018,NY,NEW YORK
1074769,60606,IL,CHICAGO
1074771,75024,TX,PLANO
1074772,37027,TN,BRENTWOOD
1074952,60606,IL,CHICAGO
1075046,12180,NY,TROY
1075056,20166,VA,DULLES
1075065,63105,MO,ST. LOUIS
1075066,92571,CA,PERRIS
1075206,V6E 2E9,A1,VANCOUVER BC V6B 4N9
1075247,T2P 3E5,A0,CALGARY
1075343,20007,DC,WASHINGTON
1075348,51101,IA,SIOUX CITY
1075375,53233,WI,MILWAUKEE
1075415,02458,MA,NEWTON
1075531,06854,CT,NORWALK
1075656,85255,AZ,SCOTTSDALE
1075736,85288,AZ,TEMPE
1076167,19341,PA,EXTON
1076195,55317,MN,CHANHASSEN
1076394,02144,MA,SOMERVILLE
1076405,10589-2201,NY,SOMERS
1076481,92121,X1,SAN DIEGO
1076487,60187,IL,WHEATON
1076641,94063,CA,REDWOOD CITY
1076673,10004,NY,NEW YORK
1076930,01730,MA,BEDFORD
1077050,07666,NJ,TEANECK
1077183,33912,FL,FORT MYERS
1077241,92705,CA,SANTA ANA
1077301,98164,WA,SEATTLE
1077370,95630,CA,FOLSOM
1077428,75201,TX,DALLAS
1077452,02109,MA,BOSTON
1077552,07054,NJ,PARSIPPANY
1077688,24115,VA,MARTINSVILLE
1077771,97204,OR,PORTLAND
1077814,94403,CA,SAN MATEO
1077866,94105,CA,SAN FRANCISCO
1077926,07102,NJ,NEWARK
1078075,01886,MA,WESTFORD
1078203,06901,CT,"STAMFORD,"
1078207,98683,WA,VANCOUVER
1078271,27560,NC,MORRISVILLE
1078295,94043,CA,MOUNTAIN VIEW
1078383,02026,MA,DEDHAM
1078425,95054,CA,SANTA CLARA
1078659,19809,DE,WILMINGTON
1079023,01930-2297,MA,GLOUCESTER
1079028,94304-1030,CA,PALO ALTO
1079385,06901,CT,STAMFORD
1079575,60563,IL,NAPERVILLE
1079577,97204,OR,PORTLAND
1079880,01742,MA,CONCORD
1079996,60561,IL,DARIEN
1080014,94010,CA,BURLINGAME
1080029,75230,TX,DALLAS
1080034,75024,TX,PLANO
1080056,10005,NY,NEW YORK
1080099,94063,CA,REDWOOD CITY
1080224,20852,MD,ROCKVILLE
1080306,95014,CA,CUPERTINO
1080310,02109,MA,BOSTON
1080359,10001,NY,NEW YORK
1080667,94043,CA,MOUNTAIN VIEW
1080709,92121,CA,SAN DIEGO
1080720,10580,NY,RYE
1080866,33408,FL,N PALM BEACH
1080922,92618,CA,IRVINE
1081004,92121,CA,SAN DIEGO
1081074,75254,TX,DALLAS
1081078,32819,FL,ORLANDO
1081197,07701,NJ,RED BANK
1081290,95134,CA,SAN JOSE
1081400,28203,NC,CHARLOTTE
1081402,28203,NC,CHARLOTTE
1081630,01803,MA,BURLINGTON
1081658,10036,NY,NEW YORK
1081661,08854,NJ,PISCATAWAY
1081860,99801-8046,AK,JUNEAU
1082038,95014,CA,CUPERTINO
1082064,95110,CA,SAN JOSE
1082114,80112,CO,ENGLEWOOD
1082198,60148,IL,LOMBARD
1082337,94588,CA,PLEASANTON
1082368,34110,FL,NAPLES
1082397,30305,GA,ATLANTA
1082423,92008,CA,CARLSBAD
1082484,66071,KS,PAOLA
1082506,02453,MA,WALTHAM
1082510,06510,CT,NEW HAVEN
1082526,27560,NC,MORRISVILLE
1082554,20910,MD,SILVER SPRING
1082555,10533,NY,IRVINGTON
1082754,37919,TN,KNOXVILLE
1082831,48951,MI,LANSING
1082923,90245,CA,EL SEGUNDO
1083011,V6P 6T3,A1,VANCOUVER BC CANADA
1083132,19006,PA,HUNTINGTON VALLEY
1083269,HM11,D0,HAMILTON
1083301,21601,MD,EASTON
1083318,46278,IN,INDIANAPOLIS
1083446,91801,CA,ALHAMBRA
1083522,98134,WA,SEATTLE
1083652,DE1 3GY,A6,DERBY ENGLAND
1083712,06854,CT,NORWALK
1083839,60606,IL,CHICAGO
1084048,10010,NY,NEW YORK
1084060,85756,AZ,TUCSON
1084103,33634,FL,TAMPA
1084230,55402,MN,MINNEAPOLIS
1084242,01373,MA,SOUTH DEERFIELD
1084380,10017,NY,NEW YORK
1084400,94402,CA,SAN MATEO
1084408,94043,CA,MOUNTAIN VIEW
1084421,10022,NY,NEW YORK
1084577,4672561,L3,HERZLIYA
1084580,10022,NY,NEW YORK
1084726,01887,MA,WILMINGTON
1084727,35243,AL,BIRMINGHAM
1084750,01810,MA,ANDOVER
1084755,94085,CA,SUNNYVALE
